,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,AGE,ECHEANCE,INCOME_CREDIT_PERC,DAYS_EMPLOYED_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,PREVIOUS_LOANS_COUNT,PREV_BUR_MEAN_DAYS_CREDIT,PREV_BUR_MEAN_CREDIT_DAY_OVERDUE,PREV_BUR_MEAN_DAYS_CREDIT_ENDDATE,PREV_BUR_MEAN_DAYS_ENDDATE_FACT,PREV_BUR_MEAN_AMT_CREDIT_MAX_OVERDUE,PREV_BUR_MEAN_CNT_CREDIT_PROLONG,PREV_BUR_MEAN_AMT_CREDIT_SUM,PREV_BUR_MEAN_AMT_CREDIT_SUM_DEBT,PREV_BUR_MEAN_AMT_CREDIT_SUM_LIMIT,PREV_BUR_MEAN_AMT_CREDIT_SUM_OVERDUE,PREV_BUR_MEAN_DAYS_CREDIT_UPDATE,PREV_BUR_MEAN_AMT_ANNUITY,PREV_BUR_MEAN_MONTHS_BALANCE_MEAN,PREVIOUS_APPLICATION_COUNT,PREV_APPL_MEAN_AMT_ANNUITY,PREV_APPL_MEAN_AMT_APPLICATION,PREV_APPL_MEAN_AMT_CREDIT,PREV_APPL_MEAN_AMT_DOWN_PAYMENT,PREV_APPL_MEAN_AMT_GOODS_PRICE,PREV_APPL_MEAN_HOUR_APPR_PROCESS_START,PREV_APPL_MEAN_NFLAG_LAST_APPL_IN_DAY,PREV_APPL_MEAN_RATE_DOWN_PAYMENT,PREV_APPL_MEAN_RATE_INTEREST_PRIMARY,PREV_APPL_MEAN_RATE_INTEREST_PRIVILEGED,PREV_APPL_MEAN_DAYS_DECISION,PREV_APPL_MEAN_SELLERPLACE_AREA,PREV_APPL_MEAN_CNT_PAYMENT,PREV_APPL_MEAN_DAYS_FIRST_DRAWING,PREV_APPL_MEAN_DAYS_FIRST_DUE,PREV_APPL_MEAN_DAYS_LAST_DUE_1ST_VERSION,PREV_APPL_MEAN_DAYS_LAST_DUE,PREV_APPL_MEAN_DAYS_TERMINATION,PREV_APPL_MEAN_NFLAG_INSURED_ON_APPROVAL,PREV_APPL_MEAN_CARD_MEAN_MONTHS_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_BALANCE,PREV_APPL_MEAN_CARD_MEAN_AMT_CREDIT_LIMIT_ACTUAL,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_OTHER_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_INST_MIN_REGULARITY,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_PAYMENT_TOTAL_CURRENT,PREV_APPL_MEAN_CARD_MEAN_AMT_RECEIVABLE_PRINCIPAL,PREV_APPL_MEAN_CARD_MEAN_AMT_RECIVABLE,PREV_APPL_MEAN_CARD_MEAN_AMT_TOTAL_RECEIVABLE,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_ATM_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_OTHER_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_DRAWINGS_POS_CURRENT,PREV_APPL_MEAN_CARD_MEAN_CNT_INSTALMENT_MATURE_CUM,PREV_APPL_MEAN_CARD_MEAN_SK_DPD,PREV_APPL_MEAN_CARD_MEAN_SK_DPD_DEF,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_VERSION,PREV_APPL_MEAN_INSTALL_MEAN_NUM_INSTALMENT_NUMBER,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_DAYS_ENTRY_PAYMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_INSTALMENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_PAYMENT,PREV_APPL_MEAN_POS_MEAN_NUM_INSTALMENT_VERSION,PREV_APPL_MEAN_POS_MEAN_NUM_INSTALMENT_NUMBER,PREV_APPL_MEAN_POS_MEAN_DAYS_INSTALMENT,PREV_APPL_MEAN_POS_MEAN_DAYS_ENTRY_PAYMENT,PREV_APPL_MEAN_POS_MEAN_AMT_INSTALMENT,PREV_APPL_MEAN_POS_MEAN_AMT_PAYMENT
1497,101760,0.0,Cash loans,F,N,Y,0,112500.0,703728.0,22999.5,607500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-20796,-4723.0,-3331.0,-4268,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.5967286297145571,0.6144143775673561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-711.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56.97534246575343,30.597534729015848,0.1598629015756087,0.2271109828813233,56250.0,0.20444,0.0326823715981174,2.0,-1422.0,0.0,-584.0,,0.0,0.0,213750.0,43677.0,168750.0,0.0,-180.0,,,2.0,23108.6025,294750.0,328927.5,0.0,294750.0,14.5,1.0,0.0,,,-597.0,179.5,21.0,365243.0,-566.0,34.0,182357.0,182360.5,0.0,,,,,,,,,,,,,,,,,,,,,1.0,6.0,-416.0,-420.9479166666667,23103.4275,23103.4275,1.0,6.0,-416.0,-420.9479166666667,23103.4275,23103.4275
1610,101889,0.0,Cash loans,F,N,Y,0,202500.0,269982.0,29074.5,238500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00823,-14834,-2642.0,-1949.0,-4897,,1,1,0,1,0,0,Sales staff,1.0,2,2,MONDAY,10,0,0,0,0,1,1,Trade: type 7,0.3607586117048113,0.4179383092909544,0.5352762504724826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-919.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,40.64109589041096,9.285869060516948,0.7500500033335555,0.1781043548604557,202500.0,0.1435777777777777,0.1076905127008467,5.0,-1577.8,0.0,-1253.0,-1003.5,3015.285,0.0,27992.457,0.0,0.0,0.0,-462.0,1383.75,-25.7,1.0,8991.495,88627.5,88186.5,8865.0,88627.5,18.0,1.0,0.0994811096076918,,,-919.0,2300.0,12.0,365243.0,-888.0,-558.0,-558.0,-547.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,7.0,-708.0,-717.1,8986.185000000001,5392.242,1.0,7.0,-708.0,-717.1,8986.185000000001,5392.242
1694,101983,1.0,Cash loans,M,N,Y,0,76500.0,119925.0,13657.5,112500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.030755,-8633,-1333.0,-3486.0,-1303,,1,1,1,1,0,0,Cleaning staff,1.0,2,2,SATURDAY,13,0,0,0,0,0,0,Self-employed,,0.4529620820978936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-741.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,23.65205479452055,8.780889621087315,0.6378986866791745,0.1544075060813158,76500.0,0.1785294117647058,0.1138836772983114,,,,,,,,,,,,,,,3.0,7279.110000000001,62069.7,67034.7,0.0,62069.7,15.666666666666666,1.0,0.0,,,-659.3333333333334,49.333333333333336,12.0,365243.0,-700.0,-370.0,-460.0,-454.0,0.0,,,,,,,,,,,,,,,,,,,,,1.1111111111111112,5.0,-580.0,-598.5555555555555,13411.155,13411.155,1.1111111111111112,5.0,-580.0,-598.5555555555555,13411.155,13411.155
2060,102412,0.0,Cash loans,F,N,N,0,135000.0,675000.0,45423.0,675000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392,-16545,-8210.0,-291.0,-81,,1,1,1,1,0,0,High skill tech staff,2.0,2,2,TUESDAY,13,0,0,0,0,1,1,Police,,0.7615384211289409,0.8214433128935934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-2934.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,45.32876712328767,14.86031305726174,0.2,0.4962224236929586,67500.0,0.3364666666666667,0.0672933333333333,6.0,-730.6666666666666,0.0,164.33333333333334,-733.0,,0.0,1142378.25,0.0,0.0,0.0,-447.5,,,3.0,22810.545,221773.365,202815.0,22439.865,221773.365,16.0,1.0,0.1113911777286996,,,-1226.3333333333333,863.3333333333334,9.666666666666666,365243.0,-1190.3333333333333,-930.3333333333334,-950.3333333333334,-942.3333333333334,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1.0476190476190477,5.0,-1070.3333333333333,-1079.5,23423.847857142857,23423.847857142857,1.0476190476190477,5.0,-1070.3333333333333,-1079.5,23423.847857142857,23423.847857142857
2117,102489,1.0,Cash loans,M,Y,Y,0,112500.0,227520.0,11196.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-18916,-1405.0,-1479.0,-2352,11.0,1,1,0,1,1,0,Laborers,2.0,2,2,THURSDAY,16,0,0,0,0,1,1,Housing,,0.2223505083131188,0.3409064264152384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-685.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,51.824657534246576,20.321543408360128,0.4944620253164557,0.0742757454007189,56250.0,0.09952,0.0492088607594936,4.0,-562.0,0.0,290.0,-981.0,0.0,0.0,266127.89625,193133.25,59989.96125,0.0,-286.5,,,4.0,15518.7,166980.375,188175.375,0.0,222640.5,13.75,1.0,0.0,,,-336.5,25.5,28.0,365243.0,-466.5,43.5,-211.5,-203.5,0.5,,,,,,,,,,,,,,,,,,,,,1.1079545454545454,5.25,-339.0,-343.375,27543.38880681818,27543.38880681818,1.1079545454545454,5.25,-339.0,-343.375,27543.38880681818,27543.38880681818
2323,102719,0.0,Cash loans,F,Y,Y,1,112500.0,597339.0,33484.5,553500.0,Children,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-18227,-3466.0,-2809.0,-1775,6.0,1,1,0,1,0,0,Sales staff,3.0,2,2,SATURDAY,12,0,0,0,0,0,0,Trade: type 7,0.6755604114658988,0.6609564127715855,,0.0691,0.079,0.9791,0.7144,0.0072,0.0,0.1379,0.1667,0.2083,0.0222,0.0504,0.0548,0.027,0.0375,0.0704,0.0819999999999999,0.9791,0.7256,0.0073,0.0,0.1379,0.1667,0.2083,0.0227,0.0551,0.0571,0.0272,0.0397,0.0697,0.079,0.9791,0.7182,0.0073,0.0,0.1379,0.1667,0.2083,0.0226,0.0513,0.0558,0.0272,0.0383,reg oper account,block of flats,0.0513,"Stone, brick",No,1.0,0.0,1.0,0.0,-1709.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,49.93698630136986,17.839268915468352,0.1883352669087402,0.190157458715093,37500.0,0.29764,0.0560561088427174,5.0,-1582.8,0.0,-417.4,-977.6666666666666,0.0,0.0,435690.072,35309.196,61613.505000000005,0.0,-820.4,,,4.0,13672.71,307456.875,323014.5,42405.0,409942.5,14.5,1.0,0.1346764538823641,,,-2181.75,298.75,20.0,365243.0,120360.0,120540.0,120540.0,120544.33333333331,0.3333333333333333,-39.0,0.0,27123.28767123288,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,1.0,5.4423076923076925,-1948.2307692307693,-1963.7211538461536,7417.419663461538,7098.271009615384,1.0,5.4423076923076925,-1948.2307692307693,-1963.7211538461536,7417.419663461538,7098.271009615384
2343,102742,0.0,Cash loans,F,Y,Y,0,270000.0,932427.0,59719.5,864000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-14978,-3098.0,-2944.0,-3289,7.0,1,1,0,1,0,0,Sales staff,2.0,2,2,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.4664015068723692,0.5021831610023129,0.3001077565791181,0.0742,0.0318,0.9781,0.7008,0.0114,0.0,0.069,0.1667,0.2083,0.0141,0.0588,0.0345,0.0077,0.0011,0.0756,0.033,0.9782,0.7125,0.0115,0.0,0.069,0.1667,0.2083,0.0144,0.0643,0.036,0.0078,0.0012,0.0749,0.0318,0.9781,0.7048,0.0115,0.0,0.069,0.1667,0.2083,0.0143,0.0599,0.0351,0.0078,0.0011,reg oper account,block of flats,0.0274,"Stone, brick",No,0.0,0.0,0.0,0.0,-2030.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,41.035616438356165,15.613442845301783,0.2895669044332693,0.2068366938175991,135000.0,0.2211833333333333,0.0640473731455652,14.0,-1248.642857142857,0.0,-486.7142857142857,-1058.3636363636365,0.0,0.0,560151.7328571428,227198.57318181812,0.0,0.0,-554.5,30005.0,-26.928571428571427,7.0,70123.5,607501.9285714285,630156.8571428572,11250.0,850502.7,13.571428571428571,1.0,0.0531876164311553,,,-651.5714285714286,150.71428571428572,16.4,365243.0,-809.75,-314.75,90695.0,90766.75,0.5,,,,,,,,,,,,,,,,,,,,,1.791208791208791,4.197052947052947,-713.8384115884116,-721.8696303696304,125375.48775224776,143037.09982267732,1.791208791208791,4.197052947052947,-713.8384115884116,-721.8696303696304,125375.48775224776,143037.09982267732
2486,102900,0.0,Cash loans,M,N,Y,1,360000.0,517419.0,37651.5,468000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.04622,-10275,-3047.0,-4938.0,-2903,,1,1,0,1,1,1,,3.0,1,1,SUNDAY,12,0,0,0,0,1,1,Military,0.2918301150543335,0.6757479668075033,,0.0856,,0.9781,0.7008,,,0.1379,0.1667,0.2083,,,0.0693,,0.0232,0.0872,,0.9782,0.7125,,,0.1379,0.1667,0.2083,,,0.0722,,0.0246,0.0864,,0.9781,0.7048,,,0.1379,0.1667,0.2083,,,0.0705,,0.0237,reg oper account,block of flats,0.0595,Panel,No,0.0,0.0,0.0,0.0,-1229.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,3.0,28.15068493150685,13.74232102306681,0.6957610756466229,0.2965450121654501,120000.0,0.1045875,0.0727679114991911,1.0,-240.0,0.0,2318.0,,130.5,0.0,5638500.0,,,0.0,-26.0,,-3.5,5.0,10664.253,95823.0,96403.5,5341.5,95823.0,16.6,1.0,0.0522269942826027,,,-1534.2,38.6,12.0,365243.0,-1503.2,-1173.2,-1173.2,-1167.6,0.4,,,,,,,,,,,,,,,,,,,,,1.0,6.674848484848485,-1332.9545454545455,-1339.5388636363637,10657.663929545455,8975.200244318181,1.0,6.674848484848485,-1332.9545454545455,-1339.5388636363637,10657.663929545455,8975.200244318181
2588,103023,0.0,Cash loans,M,Y,Y,0,157500.0,640080.0,29839.5,450000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.035792,-19406,-2479.0,-8789.0,-2303,3.0,1,1,0,1,0,0,Drivers,2.0,2,2,FRIDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.6986324592071096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-720.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,53.16712328767123,21.450761574423165,0.2460629921259842,0.1277439967020509,78750.0,0.1894571428571428,0.0466183914510686,,,,,,,,,,,,,,,2.0,6221.16,33714.0,30341.25,6745.5,67428.0,15.0,1.0,0.108952701062952,,,-441.0,50.0,12.0,365243.0,-689.0,-359.0,-509.0,-502.0,0.0,,,,,,,,,,,,,,,,,,,,,1.1428571428571428,4.0,-599.0,-642.4285714285714,9450.572142857143,9450.572142857143,1.1428571428571428,4.0,-599.0,-642.4285714285714,9450.572142857143,9450.572142857143
2786,103251,0.0,Cash loans,F,N,Y,0,112500.0,556870.5,20133.0,391500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-21624,,-3854.0,-5001,,1,0,0,1,1,0,,2.0,2,2,SUNDAY,8,0,0,0,0,0,0,XNA,,0.1501877104359728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2042.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,59.24383561643835,27.65958873491283,0.2020218345198749,,56250.0,0.17896,0.0361538275056768,,,,,,,,,,,,,,,3.0,18181.53,120000.0,129900.0,,180000.0,9.666666666666666,1.0,,,,-261.0,-1.0,15.0,365243.0,-254.5,165.5,182519.0,182523.5,1.0,,,,,,,,,,,,,,,,,,,,,2.508928571428571,3.428571428571429,-181.64285714285717,-191.70535714285717,26683.733973214286,34697.02861607143,2.508928571428571,3.428571428571429,-181.64285714285717,-191.70535714285717,26683.733973214286,34697.02861607143
3059,103571,0.0,Cash loans,F,N,Y,0,54000.0,168102.0,9513.0,148500.0,Unaccompanied,Pensioner,Lower secondary,Married,House / apartment,0.015221,-23115,,-12155.0,-4265,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,,0.5813310669697719,0.5370699579791587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,63.32876712328767,17.67076631977294,0.3212335367812399,,27000.0,0.1761666666666666,0.0565906413962951,4.0,-714.5,0.0,0.0,-527.3333333333334,,0.0,164772.0,91784.25,0.0,0.0,-375.5,,,2.0,8879.715,66674.25,59235.75,11250.0,66674.25,8.5,1.0,0.1576065823106477,,,-1670.0,197.5,8.0,365243.0,-1622.0,-1412.0,-1412.0,-1400.5,0.0,,,,,,,,,,,,,,,,,,,,,1.0,4.5,-1517.0,-1525.3166666666666,8878.22925,8878.22925,1.0,4.5,-1517.0,-1525.3166666666666,8878.22925,8878.22925
3060,103573,0.0,Revolving loans,F,Y,Y,0,121500.0,270000.0,13500.0,270000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-10440,-2285.0,-5647.0,-1814,16.0,1,1,0,1,0,0,Core staff,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Kindergarten,0.4851568026502676,0.7147966934643109,0.4118485559242397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-331.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,28.6027397260274,20.0,0.45,0.2188697318007662,60750.0,0.1111111111111111,0.05,7.0,-565.8571428571429,0.0,56.85714285714285,-393.25,0.0,0.0,296579.4942857143,146286.0,0.0,0.0,-319.57142857142856,,,1.0,20791.035,346500.0,311850.0,34650.0,346500.0,15.0,1.0,0.1089090909090909,,,-331.0,50.0,18.0,365243.0,-293.0,217.0,-53.0,-45.0,0.0,,,,,,,,,,,,,,,,,,,,,1.1111111111111112,5.0,-173.0,-182.22222222222223,39650.34,39650.34,1.1111111111111112,5.0,-173.0,-182.22222222222223,39650.34,39650.34
3150,103684,0.0,Cash loans,F,N,Y,0,90000.0,450000.0,23139.0,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.001417,-19652,-2880.0,-1241.0,-3205,,1,1,0,1,0,0,Sales staff,2.0,2,2,SUNDAY,11,0,0,0,1,1,0,Self-employed,,0.6928555687895833,0.7688075728291359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-455.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,53.84109589041096,19.44768572539868,0.2,0.1465499694687563,45000.0,0.2571,0.05142,2.0,-872.0,0.0,224.0,-1350.0,0.0,0.0,268200.0,243060.75,0.0,0.0,-686.5,,,1.0,5537.97,38250.0,28363.5,11475.0,38250.0,11.0,1.0,0.3136995163426881,,,-455.0,2072.0,6.0,365243.0,-424.0,-274.0,-274.0,-266.0,0.0,,,,,,,,,,,,,,,,,,,,,1.0,3.5,-349.0,-361.8333333333333,5537.9325,5537.9325,1.0,3.5,-349.0,-361.8333333333333,5537.9325,5537.9325
3199,103736,0.0,Revolving loans,F,N,Y,0,360000.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.006629,-11153,-226.0,-5078.0,-3726,,1,1,1,1,1,0,Managers,1.0,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.6713146782234499,0.5797274227921155,0.0165,,0.9911,,,,0.069,0.125,,,,0.0255,,,0.0168,,0.9911,,,,0.069,0.125,,,,0.0265,,,0.0167,,0.9911,,,,0.069,0.125,,,,0.0259,,,,block of flats,0.02,"Stone, brick",No,0.0,0.0,0.0,0.0,-704.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.556164383561644,20.0,2.0,0.0202636062046086,360000.0,0.025,0.05,7.0,-1213.571428571429,0.0,776.5,-1364.2,1289.8864285714285,0.0,327322.46571428573,223000.5,3763.4175,0.0,-516.7142857142857,,,1.0,39184.2,161946.0,190566.0,0.0,161946.0,12.0,1.0,0.0,,,-704.0,13.0,6.0,365243.0,-673.0,-523.0,-613.0,-608.0,0.0,,,,,,,,,,,,,,,,,,,,,3.2,1.8,-649.0,-669.4,44095.419,62095.419,3.2,1.8,-649.0,-669.4,44095.419,62095.419
3273,103821,1.0,Cash loans,F,N,Y,0,180000.0,792162.0,38241.0,630000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002506,-17714,-4740.0,-11816.0,-1263,,1,1,0,1,0,0,,2.0,2,2,TUESDAY,2,0,0,0,0,0,0,Medicine,,0.734089751251357,0.2650494299443805,0.3938,,0.9826,0.762,0.0,0.0,0.8621,0.1667,0.0417,,0.3211,0.3543,0.0,0.005,0.4013,,0.9826,0.7713,0.0,0.0,0.8621,0.1667,0.0417,,0.3508,0.3691,0.0,0.0053,0.3976,,0.9826,0.7652,0.0,0.0,0.8621,0.1667,0.0417,,0.3266,0.3606,0.0,0.0051,reg oper account,block of flats,0.2797,,No,3.0,0.0,3.0,0.0,-332.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,48.53150684931507,20.71499176276771,0.2272262491763048,0.2675849610477588,90000.0,0.21245,0.0482742166375059,1.0,-1716.0,0.0,-1351.0,-1624.0,,0.0,136993.5,0.0,,0.0,-1624.0,0.0,-50.5,1.0,6982.29,31455.0,33322.5,0.0,31455.0,6.0,1.0,0.0,,,-332.0,20.0,6.0,365243.0,-302.0,-152.0,-152.0,-149.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,3.5,-227.0,-236.0,6982.065,6982.065,1.0,3.5,-227.0,-236.0,6982.065,6982.065
